0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,4.900000000000000355e+00
2.000000000000000042e-02,5.000000000000000000e-01,0.000000000000000000e+00,4.900000000000000355e+00
4.000000000000000083e-02,5.000000000000000000e-01,1.600000000000000033e-01,4.900000000000000355e+00
5.999999999999999778e-02,5.000000000000000000e-01,6.500000000000000222e-01,4.900000000000000355e+00
8.000000000000000167e-02,5.000000000000000000e-01,9.100000000000000311e-01,4.900000000000000355e+00
1.000000000000000056e-01,5.000000000000000000e-01,1.030000000000000027e+00,4.900000000000000355e+00
1.200000000000000094e-01,5.000000000000000000e-01,1.199999999999999956e+00,4.900000000000000355e+00
1.400000000000000133e-01,5.000000000000000000e-01,1.300000000000000044e+00,4.900000000000000355e+00
1.600000000000000033e-01,5.000000000000000000e-01,1.449999999999999956e+00,4.900000000000000355e+00
1.799999999999999933e-01,5.000000000000000000e-01,1.429999999999999938e+00,4.900000000000000355e+00
1.999999999999999833e-01,5.000000000000000000e-01,1.489999999999999991e+00,4.900000000000000355e+00
2.199999999999999734e-01,5.000000000000000000e-01,1.610000000000000098e+00,4.900000000000000355e+00
2.399999999999999634e-01,5.000000000000000000e-01,1.620000000000000107e+00,4.900000000000000355e+00
2.599999999999999534e-01,5.000000000000000000e-01,1.699999999999999956e+00,4.900000000000000355e+00
2.799999999999999711e-01,5.000000000000000000e-01,1.719999999999999973e+00,4.900000000000000355e+00
2.999999999999999889e-01,5.000000000000000000e-01,1.659999999999999920e+00,4.900000000000000355e+00
3.200000000000000067e-01,5.000000000000000000e-01,1.709999999999999964e+00,4.900000000000000355e+00
3.400000000000000244e-01,5.000000000000000000e-01,1.689999999999999947e+00,4.900000000000000355e+00
3.600000000000000422e-01,5.000000000000000000e-01,1.649999999999999911e+00,4.900000000000000355e+00
3.800000000000000600e-01,5.000000000000000000e-01,1.699999999999999956e+00,4.900000000000000355e+00
4.000000000000000777e-01,5.000000000000000000e-01,1.689999999999999947e+00,4.900000000000000355e+00
4.200000000000000955e-01,5.000000000000000000e-01,1.699999999999999956e+00,4.900000000000000355e+00
4.400000000000001132e-01,5.000000000000000000e-01,1.810000000000000053e+00,4.900000000000000355e+00
4.600000000000001310e-01,5.000000000000000000e-01,1.709999999999999964e+00,4.900000000000000355e+00
4.800000000000001488e-01,5.000000000000000000e-01,1.739999999999999991e+00,4.900000000000000355e+00
5.000000000000001110e-01,5.000000000000000000e-01,1.719999999999999973e+00,4.900000000000000355e+00
5.200000000000001288e-01,5.000000000000000000e-01,1.750000000000000000e+00,4.900000000000000355e+00
5.400000000000001465e-01,5.000000000000000000e-01,1.800000000000000044e+00,4.900000000000000355e+00
